Protein.IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1K-1	Peptides 1K-2	Peptides 1NM-1	Peptides 1NM-2	Peptides 2K-1	Peptides 2K-2	Peptides 2NM-1	Peptides 2NM-2	Peptides 3K-1	Peptides 3K-2	Peptides 3NM-1	Peptides 3NM-2	Peptides 4K-1	Peptides 4K-2	Peptides 4NM-1	Peptides 4NM-2	Razor + unique peptides 1K-1	Razor + unique peptides 1K-2	Razor + unique peptides 1NM-1	Razor + unique peptides 1NM-2	Razor + unique peptides 2K-1	Razor + unique peptides 2K-2	Razor + unique peptides 2NM-1	Razor + unique peptides 2NM-2	Razor + unique peptides 3K-1	Razor + unique peptides 3K-2	Razor + unique peptides 3NM-1	Razor + unique peptides 3NM-2	Razor + unique peptides 4K-1	Razor + unique peptides 4K-2	Razor + unique peptides 4NM-1	Razor + unique peptides 4NM-2	Unique peptides 1K-1	Unique peptides 1K-2	Unique peptides 1NM-1	Unique peptides 1NM-2	Unique peptides 2K-1	Unique peptides 2K-2	Unique peptides 2NM-1	Unique peptides 2NM-2	Unique peptides 3K-1	Unique peptides 3K-2	Unique peptides 3NM-1	Unique peptides 3NM-2	Unique peptides 4K-1	Unique peptides 4K-2	Unique peptides 4NM-1	Unique peptides 4NM-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1K-1	Identification type 1K-2	Identification type 1NM-1	Identification type 1NM-2	Identification type 2K-1	Identification type 2K-2	Identification type 2NM-1	Identification type 2NM-2	Identification type 3K-1	Identification type 3K-2	Identification type 3NM-1	Identification type 3NM-2	Identification type 4K-1	Identification type 4K-2	Identification type 4NM-1	Identification type 4NM-2	Sequence coverage 1K-1 [%]	Sequence coverage 1K-2 [%]	Sequence coverage 1NM-1 [%]	Sequence coverage 1NM-2 [%]	Sequence coverage 2K-1 [%]	Sequence coverage 2K-2 [%]	Sequence coverage 2NM-1 [%]	Sequence coverage 2NM-2 [%]	Sequence coverage 3K-1 [%]	Sequence coverage 3K-2 [%]	Sequence coverage 3NM-1 [%]	Sequence coverage 3NM-2 [%]	Sequence coverage 4K-1 [%]	Sequence coverage 4K-2 [%]	Sequence coverage 4NM-1 [%]	Sequence coverage 4NM-2 [%]	Intensity	Intensity 1K-1	Intensity 1K-2	Intensity 1NM-1	Intensity 1NM-2	Intensity 2K-1	Intensity 2K-2	Intensity 2NM-1	Intensity 2NM-2	Intensity 3K-1	Intensity 3K-2	Intensity 3NM-1	Intensity 3NM-2	Intensity 4K-1	Intensity 4K-2	Intensity 4NM-1	Intensity 4NM-2	LFQ intensity 1K-1	LFQ intensity 1K-2	LFQ intensity 1NM-1	LFQ intensity 1NM-2	LFQ intensity 2K-1	LFQ intensity 2K-2	LFQ intensity 2NM-1	LFQ intensity 2NM-2	LFQ intensity 3K-1	LFQ intensity 3K-2	LFQ intensity 3NM-1	LFQ intensity 3NM-2	LFQ intensity 4K-1	LFQ intensity 4K-2	LFQ intensity 4NM-1	LFQ intensity 4NM-2	MS/MS Count 1K-1	MS/MS Count 1K-2	MS/MS Count 1NM-1	MS/MS Count 1NM-2	MS/MS Count 2K-1	MS/MS Count 2K-2	MS/MS Count 2NM-1	MS/MS Count 2NM-2	MS/MS Count 3K-1	MS/MS Count 3K-2	MS/MS Count 3NM-1	MS/MS Count 3NM-2	MS/MS Count 4K-1	MS/MS Count 4K-2	MS/MS Count 4NM-1	MS/MS Count 4NM-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
CON__P00761	CON__P00761	5	5	5		1	5	5	5	4	5	4	4	3	5	5	4	4	4	5	4	5	5	3	4	4	5	4	4	3	5	5	4	4	4	5	4	5	5	3	4	4	5	4	4	3	5	5	4	4	4	5	4	5	5	3	4	31.6	31.6	31.6	24.409	231	231	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.1	31.6	25.1	25.1	21.6	31.6	31.6	25.1	28.1	27.3	31.6	25.1	31.6	31.6	21.6	25.1	601810000	49577000	54065000	39819000	38754000	3959300	34596000	35901000	43527000	25067000	40341000	39817000	39453000	47115000	42994000	36521000	30308000	49521000	37467000	39561000	39091000	35887000	27939000	38751000	44633000	15269000	28973000	38444000	36847000	40103000	37888000	48448000	51155000	12	11	11	12	4	12	9	11	11	12	15	10	13	13	8	6	170			+	10	1199;1542;1796;2640;2647	True;True;True;True;True	1218;1565;1821;2681;2688	16231;16232;16233;16234;16235;16236;16237;16238;16239;16240;16241;16242;16243;16244;16245;16246;16247;16248;16249;16250;16251;16252;16253;16254;16255;16256;16257;16258;16259;16260;16261;16262;16263;16264;16265;16266;16267;16268;16269;16270;16271;16272;16273;20878;20879;20880;20881;20882;20883;20884;20885;20886;20887;20888;20889;20890;20891;20892;20893;20894;20895;20896;20897;20898;20899;20900;20901;20902;20903;20904;20905;20906;24250;24251;24252;24253;24254;24255;24256;24257;24258;24259;24260;24261;24262;24263;24264;35042;35043;35044;35045;35046;35047;35048;35049;35050;35051;35052;35053;35054;35121;35122;35123;35124;35125;35126;35127;35128	13152;13153;13154;13155;13156;13157;13158;13159;13160;13161;13162;13163;13164;13165;13166;13167;13168;13169;13170;13171;13172;13173;13174;13175;13176;13177;13178;13179;13180;13181;13182;13183;13184;13185;13186;13187;13188;13189;13190;13191;13192;13193;13194;13195;13196;13197;13198;13199;13200;13201;13202;13203;13204;13205;13206;16545;16546;16547;16548;16549;16550;16551;16552;16553;16554;16555;16556;16557;16558;16559;16560;16561;16562;16563;16564;16565;16566;16567;16568;16569;16570;16571;16572;16573;16574;16575;16576;16577;16578;16579;16580;16581;16582;16583;16584;16585;16586;16587;16588;16589;16590;16591;16592;16593;16594;16595;16596;16597;16598;16599;16600;16601;16602;16603;16604;16605;16606;16607;16608;16609;16610;16611;16612;19004;19005;19006;19007;19008;19009;19010;19011;19012;19013;19014;19015;19016;19017;19018;27039;27040;27041;27042;27043;27044;27045;27046;27047;27048;27049;27050;27051;27052;27053;27054;27055;27056;27057;27058;27059;27060;27061;27062;27063;27064;27065;27066;27067;27068;27106;27107;27108;27109;27110;27111;27112;27113;27114	13179;16552;19012;27041;27110		
CON__P02662	CON__P02662	3	3	3		1	3	3	3	1	0	2	1	3	2	2	0	2	1	2	3	3	3	1	1	1	0	2	1	3	2	2	0	2	1	2	3	3	3	1	1	1	0	2	1	3	2	2	0	2	1	2	3	3	3	1	1	20.6	20.6	20.6	22.975	199	199	0	14.1	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	5	0	11.1	6	20.6	11.1	11.1	0	11.1	9.5	11.1	20.6	20.6	20.6	5	6	6991700	157080	0	317090	114340	329120	568190	263080	0	772270	55972	424160	467180	1449200	1626900	303350	143810	0	0	375970	0	344060	584350	302860	0	732200	0	532640	507620	1477200	1542800	0	0	0	0	2	2	1	1	2	0	2	0	2	1	3	1	0	0	17			+	11	621;732;3022	True;True;True	634;747;3068	8207;8208;8209;8210;8211;9579;9580;9581;9582;9583;9584;9585;9586;9587;9588;9589;41017;41018;41019;41020;41021;41022;41023;41024;41025;41026;41027	6294;7380;7381;7382;7383;7384;7385;7386;7387;7388;7389;7390;32692;32693;32694;32695;32696;32697	6294;7390;32697		
CON__P02666	CON__P02666	3	3	3		1	3	3	3	0	1	1	1	3	0	0	1	2	2	1	0	3	3	0	1	0	1	1	1	3	0	0	1	2	2	1	0	3	3	0	1	0	1	1	1	3	0	0	1	2	2	1	0	3	3	0	1	28.7	28.7	28.7	23.583	209	209	0	157.79	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	0	12	12	12	28.7	0	0	12	19.6	19.6	12	0	28.7	28.7	0	12	5440700	0	418030	406530	484250	409540	0	0	479200	342560	396970	246500	0	910620	933130	0	413410	0	0	0	0	128450	0	0	0	0	0	0	0	944290	1263000	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	2	0	0	7			+	12	362;796;2229	True;True;True	371;811;2263	4854;4855;4856;10600;10601;10602;10603;10604;29557;29558;29559;29560;29561;29562;29563;29564;29565;29566;29567	3782;3783;3784;8782;8783;8784;22726	3784;8783;22726		
CON__P02676	CON__P02676	2	2	2		1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	5.9	5.9	5.9	56.44	495	495	0	4.1697	By matching	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	3.8	5.9	3.8	3.8	3.8	5.9	3.8	3.8	3.8	3.8	5.9	3.8	3.8	3.8	3.8	3.8	7438800	390260	900710	618650	597540	466230	506260	770850	588540	139130	199140	568900	382470	319040	202880	350250	437970	0	0	0	0	0	0	0	0	0	0	650740	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2			+	13	481;972	True;True	493;988	6224;6225;6226;12959;12960;12961;12962;12963;12964;12965;12966;12967;12968;12969;12970;12971;12972;12973;12974	4823;10622	4823;10622		
CON__P02768-1	CON__P02768-1	9	9	9		1	9	9	9	3	9	3	2	2	2	2	2	2	2	3	2	2	1	3	2	3	9	3	2	2	2	2	2	2	2	3	2	2	1	3	2	3	9	3	2	2	2	2	2	2	2	3	2	2	1	3	2	22.7	22.7	22.7	69.366	609	609	0	207.52	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	9.4	22.7	9	6.9	6.9	6.9	6.9	6.9	6.9	6.9	9	5.6	6.9	3.4	9	5.6	30323000	822250	18111000	1993500	1578000	196500	269480	1279300	586730	555050	524530	635630	1099200	496750	315650	942160	916580	1007900	10457000	3625100	3466600	825340	0	1219500	610300	475370	407930	282520	1072500	534190	0	781590	2337900	1	19	3	3	1	0	0	1	1	0	3	1	1	0	2	1	37			+	14	168;239;425;1952;2092;2235;2236;2248;2252	True;True;True;True;True;True;True;True;True	170;243;435;436;1982;2126;2269;2270;2282;2286	2204;2205;2206;2207;2208;2209;2210;2211;2212;2213;2214;2215;2216;2217;2218;2219;2220;2221;2222;2223;2224;2225;2226;2227;2228;2229;2230;2231;2232;3119;5605;5606;5607;5608;5609;5610;5611;26170;26171;26172;26173;26174;26175;26176;26177;26178;26179;26180;26181;26182;28027;28028;29618;29619;29620;29802;29803;29854	1589;1590;1591;1592;1593;1594;1595;1596;1597;1598;1599;1600;1601;1602;1603;1604;1605;1606;1607;2326;4287;4288;4289;4290;4291;4292;4293;4294;4295;4296;4297;20307;20308;21608;21609;21610;22750;22751;22872;22873;22874;22924	1590;2326;4290;20307;21608;22750;22751;22874;22924	1	353
CON__P04264;CON__ENSEMBL:ENSBTAP00000038253	CON__P04264	10;1	9;1	6;0		2	10	9	6	6	6	7	7	2	4	3	5	8	6	7	4	3	2	4	5	5	6	7	7	2	4	3	5	8	6	7	4	3	2	4	5	3	4	5	6	1	1	1	3	5	4	4	2	1	2	2	2	17.9	16.3	11.3	66.017	644	644;606	0	266.21	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	12.4	10.2	15.1	13.2	3.6	6.7	5.4	9.8	14.4	12.1	13.4	7.8	5.4	3.6	7.3	8.5	373440000	2884500	3872200	4140500	4254300	1351300	95411000	1064900	2432800	95689000	4489300	79934000	3503300	2515800	2993500	36833000	32070000	20545000	25261000	57963000	37321000	0	16322000	14226000	16083000	38168000	33368000	28761000	24387000	15625000	31054000	9776800	10240000	3	3	4	1	0	3	0	0	3	4	4	2	1	1	0	0	29			+	15	768;1155;1440;1694;2027;2029;2142;2339;2491;2937	True;True;True;True;True;False;True;True;True;True	783;1174;1461;1719;2059;2061;2176;2374;2526;2982	10071;10072;10073;10074;10075;10076;10077;10078;10079;10080;10081;10082;10083;10084;10085;15644;15645;15646;15647;15648;19586;19587;19588;19589;19590;19591;19592;19593;19594;19595;19596;19597;19598;19599;19600;19601;22990;22991;22992;22993;27179;27180;27181;27182;27183;27185;28680;28681;28682;28683;28684;28685;30908;30909;30910;30911;30912;30913;30914;30915;30916;30917;30918;30919;32980;32981;32982;32983;32984;32985;32986;32987;39933;39934;39935;39936;39937;39938;39939	7787;7788;7789;7790;7791;7792;7793;7794;7795;7796;7797;12715;12716;12717;12718;15582;15583;15584;18092;20967;20969;22121;22122;22123;22124;22125;22126;23681;23682;23683;23684;25381;25382;25383;25384;25385;25386;25387;31866;31867;31868;31869;31870	7789;12715;15583;18092;20967;20969;22126;23682;25382;31867		
CON__P05787;CON__Q9DCV7;CON__H-INV:HIT000292931;CON__P07744;CON__P19013;CON__Q01546;CON__H-INV:HIT000016045;CON__Q6KB66-1;CON__Q8N1N4-2;CON__Q7RTT2;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;CON__Q3TTY5	CON__P05787;CON__Q9DCV7	7;4;3;2;2;2;1;1;1;1;1;1;1;1	1;0;1;0;0;0;0;0;0;0;0;0;0;0	0;0;0;0;0;0;0;0;0;0;0;0;0;0	;	14	7	1	0	5	6	2	1	2	1	2	1	3	2	3	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8	1.9	0	53.704	483	483;457;443;525;594;638;99;452;521;521;523;529;540;707	0	239.86	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	8.9	10.8	3.1	1.4	3.1	1.4	3.1	1.4	5.6	3.1	5	0	1.4	3.1	1.4	1.4	19541000	10033000	9508400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5997700	13753000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4			+	16	199;692;705;767;1439;1636;2029	False;True;False;False;False;False;False	203;706;720;782;1460;1661;2061	2692;2693;2694;9084;9085;9086;9087;9237;10056;10057;10058;10059;10060;10061;10062;10063;10064;10065;10066;10067;10068;10069;10070;19584;19585;22324;22325;22326;22327;22328;22329;22330;22331;22332;27185	2029;6942;6943;6944;6945;7107;7108;7109;7786;15581;17696;17697;17698;17699;20969	2029;6942;7108;7786;15581;17696;20969		
CON__P07477	CON__P07477	1	1	1		1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	8.1	8.1	8.1	26.558	247	247	0	10.818	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	8.1	8.1	8.1	8.1	8.1	0	8.1	8.1	8.1	8.1	8.1	8.1	8.1	8.1	8.1	8.1	110410000	3812400	8902100	16881000	6038300	14614000	0	4612000	4373000	12363000	675770	1735200	14556000	2095700	15370000	163630	4214100	0	13431000	0	4665000	10266000	0	0	0	0	0	3388600	0	0	0	0	4081800	0	2	1	0	1	0	1	1	0	0	0	0	1	0	0	0	7			+	17	1543	TRUE	1566	20907;20908;20909;20910;20911;20912;20913;20914;20915;20916;20917;20918;20919;20920;20921;20922;20923;20924;20925;20926;20927;20928;20929	16613;16614;16615;16616;16617;16618;16619;16620;16621;16622	16619		
CON__P12035	CON__P12035	4	2	2		1	4	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	3	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	7.5	5.2	5.2	64.503	629	629	0.0069808	3.1991	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	1.1	2.2	1.1	3	1.1	1.1	1.1	1.1	1.1	1.1	4.5	3.3	1.1	1.1	6.4	1.1	11583000	0	0	0	0	0	0	0	0	0	0	3839700	4043400	0	0	3699600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3806900	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	4			+	18	705;767;2167;2650	False;False;True;True	720;782;2201;2691	9237;10056;10057;10058;10059;10060;10061;10062;10063;10064;10065;10066;10067;10068;10069;10070;28904;28905;28906;35153;35154	7107;7108;7109;7786;22263;22264;27134;27135	7108;7786;22264;27134		
CON__P13645;CON__P02535-1	CON__P13645	9;3	9;3	8;2		2	9	9	8	6	4	7	7	4	3	4	4	7	6	4	5	5	3	2	4	6	4	7	7	4	3	4	4	7	6	4	5	5	3	2	4	6	4	7	7	4	3	4	4	6	5	4	5	5	3	2	4	24.3	24.3	22.4	59.51	593	593;570	0	37.415	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	17.5	10.1	22.4	19.7	14.5	8.8	11	10.5	20.1	16.5	12.6	13.7	15	7.9	6.2	14.5	15261000	1556600	1060900	3010100	4262200	316710	347440	525170	237610	794540	680090	516040	559870	510010	345010	108370	430200	1307900	601350	2809500	4204400	309950	421620	659540	369490	648910	475620	820620	704010	1084600	647410	0	330550	4	0	3	4	0	1	0	0	3	2	1	1	0	0	0	0	19			+	19	42;139;966;2069;2087;2088;2185;2189;2499	True;True;True;True;True;True;True;True;True	43;140;982;2102;2121;2122;2219;2223;2534	584;585;586;587;588;589;590;591;592;593;594;1843;1844;1845;1846;1847;1848;1849;1850;1851;12914;12915;12916;12917;12918;12919;12920;12921;27737;27738;27739;27740;27741;27742;27743;27744;27745;27978;27979;27980;27981;27982;27983;27984;27985;27986;27987;27988;27989;27990;27991;27992;27993;27994;27995;27996;27997;29096;29097;29098;29099;29100;29101;29102;29103;29104;29137;29138;33045;33046;33047;33048;33049;33050;33051;33052	399;400;401;1387;1388;1389;1390;1391;10596;10597;10598;21366;21598;21599;21600;22467;22468;22469;22470;22471;22490;22491;25436;25437;25438	400;1391;10597;21366;21598;21600;22470;22490;25437		
CON__P35527	CON__P35527	3	3	3		1	3	3	3	2	2	3	2	2	1	1	1	3	3	1	0	1	1	0	0	2	2	3	2	2	1	1	1	3	3	1	0	1	1	0	0	2	2	3	2	2	1	1	1	3	3	1	0	1	1	0	0	12.7	12.7	12.7	62.129	623	623	0	76.365	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	10.4	8.7	12.7	6.3	6.3	4	4	4	12.7	12.7	2.2	0	6.4	2.2	0	0	2375000	215600	147460	350730	381790	126440	47253	163710	89067	346420	379110	31474	0	29399	66568	0	0	0	223360	197270	399730	193410	0	0	0	349650	365380	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	2	1	0	0	0	0	0	11			+	20	884;2096;2824	True;True;True	899;2130;2867	11682;11683;11684;11685;11686;11687;28058;28059;28060;28061;28062;28063;28064;28065;28066;37424;37425;37426;37427;37428;37429;37430;37431	9600;9601;9602;9603;21623;28651;28652;28653;28654;28655;28656	9601;21623;28652		
CON__P35908	CON__P35908	7	4	3		1	7	4	3	5	4	5	5	2	3	1	3	2	3	3	2	3	1	2	2	4	2	4	4	1	1	0	2	0	2	1	1	2	1	0	0	3	2	3	3	0	1	0	1	0	2	0	0	1	1	0	0	18.9	14.7	12.9	65.865	645	645	0	16.431	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	16.6	9	16.6	16.6	3.7	5	1.9	7.9	3.1	7.9	5	3.7	5.6	1.9	3.1	3.1	7774400	814170	405390	2169700	1887500	195890	152450	0	383630	0	347760	454070	432490	391540	139840	0	0	514930	698190	2165100	1672000	0	0	0	601750	0	536140	0	0	349450	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	6			+	21	705;738;768;1155;2032;2660;2790	False;True;False;False;True;True;True	720;753;783;1174;2064;2701;2832	9237;9654;9655;9656;10071;10072;10073;10074;10075;10076;10077;10078;10079;10080;10081;10082;10083;10084;10085;15644;15645;15646;15647;15648;27220;27221;27222;27223;27224;27225;27226;27227;35264;35265;35266;35267;35268;35269;35270;35271;36989;36990;36991;36992;36993;36994	7107;7108;7109;7424;7787;7788;7789;7790;7791;7792;7793;7794;7795;7796;7797;12715;12716;12717;12718;20987;20988;27195;27196;28322	7108;7424;7789;12715;20987;27196;28322		
CON__P78386	CON__P78386	12	2	1		1	12	2	1	1	1	1	1	1	2	2	2	1	1	1	0	11	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	29	4.3	2.8	55.802	507	507	0	51.769	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	1.4	1.4	1.4	1.4	1.4	3	3	3	1.4	1.4	1.4	0	27.4	25.4	1.4	1.4	27930000	0	0	0	0	0	0	0	0	0	0	0	0	14351000	13579000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14718000	14323000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	8			+	22	422;452;767;1449;1450;1459;1554;2110;2303;2515;2775;2981	False;False;False;False;False;False;False;True;False;False;True;False	432;464;782;1470;1471;1481;1577;2144;2338;2551;2817;3026	5580;5581;5904;5905;10056;10057;10058;10059;10060;10061;10062;10063;10064;10065;10066;10067;10068;10069;10070;19711;19712;19713;19714;19852;19853;19854;19855;21104;21105;21106;21107;28246;28247;30384;30385;33253;36830;36831;36832;36833;40534;40535;40536	4274;4522;4523;7786;15640;15641;15769;15770;15771;15772;15773;15774;15775;15776;16747;16748;16749;16750;16751;16752;21770;23316;23317;23318;25536;28241;28242;28243;28244;28245;28246;28247;32360	4274;4522;7786;15640;15641;15775;16751;21770;23318;25536;28243;32360		
CON__Q14525	CON__Q14525	11	3	2		1	11	3	2	1	1	2	1	2	2	1	1	2	3	2	1	11	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	23	5.7	3	46.213	404	404	0	74.686	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	2	2	4.2	2	4.2	4.2	2	2	4.7	6.9	4.2	2	23	23	2	2	10003000	0	0	0	0	0	0	0	0	0	0	0	0	5284000	4719200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5464700	4925900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	13			+	23	201;655;1497;1868;2162;2163;2168;2169;2217;2218;2500	False;False;False;False;True;True;True;False;False;False;False	205;669;1520;1893;2196;2197;2202;2203;2251;2252;2535	2726;2727;2728;2729;2730;8584;8585;20352;20353;25122;25123;25124;25125;25126;25127;25128;28884;28885;28886;28887;28888;28889;28907;28908;28909;28910;28911;28912;29463;29464;29465;29466;33053;33054;33055;33056;33057;33058;33059;33060;33061;33062;33063;33064;33065;33066;33067;33068;33069;33070	2065;2066;2067;6613;6614;6615;16114;16115;19556;19557;19558;19559;19560;19561;22244;22245;22246;22247;22248;22249;22250;22265;22266;22267;22268;22269;22270;22271;22272;22273;22274;22275;22276;22277;22706;22707;22708;25439;25440;25441	2067;6614;16115;19561;22245;22248;22265;22272;22706;22708;25440		
CON__Q9UE12;CON__Q15323	CON__Q9UE12;CON__Q15323	12;12	12;12	0;0	;	2	12	12	0	1	1	2	1	2	2	1	1	2	3	2	1	12	11	1	1	1	1	2	1	2	2	1	1	2	3	2	1	12	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9	26.9	0	47.237	416	416;416	0	323.31	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	1.9	1.9	4.1	1.9	4.1	4.1	1.9	1.9	4.6	6.7	4.1	1.9	26.9	26.9	1.9	1.9	113630000	773450	444480	918190	528120	784610	822240	761650	825150	605510	696980	1012700	881890	53605000	49416000	800040	750030	0	0	0	0	0	0	0	0	0	384070	569050	0	81590000	25925000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	23	0	0	46			+	24	201;655;1217;1497;1716;1868;2169;2217;2218;2285;2286;2500	True;True;True;True;True;True;True;True;True;True;True;True	205;669;1236;1520;1741;1893;2203;2251;2252;2319;2320;2535	2726;2727;2728;2729;2730;8584;8585;16539;16540;20352;20353;23299;23300;23301;23302;25122;25123;25124;25125;25126;25127;25128;28909;28910;28911;28912;29463;29464;29465;29466;30232;30233;30234;30235;30236;33053;33054;33055;33056;33057;33058;33059;33060;33061;33062;33063;33064;33065;33066;33067;33068;33069;33070	2065;2066;2067;6613;6614;6615;13345;13346;13347;16114;16115;18424;18425;18426;18427;18428;18429;18430;18431;18432;19556;19557;19558;19559;19560;19561;22271;22272;22273;22274;22275;22276;22277;22706;22707;22708;23213;23214;23215;23216;23217;23218;23219;23220;23221;25439;25440;25441	2067;6614;13347;16115;18426;19561;22272;22706;22708;23213;23216;25440		
